,Accident Date,Time (24hr),Road Surface,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
8623,2017-06-03,13:25:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,3
8624,2017-06-03,14:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,35
8625,2017-06-03,14:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,36
8626,2017-06-03,14:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,52
8627,2017-06-03,13:25:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,7
8628,2017-06-04,15:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,12
8629,2017-06-04,21:15:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,39
8630,2017-06-04,09:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,80
8631,2017-06-05,17:50:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,29
8632,2017-06-05,17:31:00,Dry,Fine without high winds,Car,Driver,Slight,Female,29
8633,2017-06-05,17:50:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,38
8634,2017-06-05,13:47:00,Dry,Fine without high winds,Pedal cycle,Passenger,Serious,Male,79
8635,2017-06-05,10:07:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Slight,Male,62
8636,2017-06-06,14:55:00,Wet/Damp,Raining with high winds,Car,Pedestrian,Slight,Female,12
8637,2017-06-07,08:58:00,Dry,Fine with high winds,Pedal cycle,Driver,Serious,Male,45
8638,2017-06-08,16:20:00,Wet/Damp,Raining without high winds,Motorcycle,Driver,Serious,Male,54
8639,2017-06-08,11:20:00,Wet/Damp,Raining with high winds,Car,Driver,Slight,Male,22
8640,2017-06-08,07:55:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Serious,Male,51
8641,2017-06-08,10:50:00,Wet/Damp,Raining with high winds,Pedal cycle,Driver,Slight,Female,23
8642,2017-06-09,15:20:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,12
8643,2017-06-09,14:40:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,79
8644,2017-06-09,10:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,53
8645,2017-06-09,22:20:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,32
8646,2017-06-10,16:47:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,6
8647,2017-06-10,16:47:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
8648,2017-06-10,16:47:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,25
8649,2017-06-10,16:47:00,Dry,Fine without high winds,Car,Driver,Slight,Female,37
8650,2017-06-10,16:52:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,14
8651,2017-06-10,13:40:00,Dry,Fine without high winds,Car,Driver,Slight,Female,35
8652,2017-06-10,19:25:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,23
8653,2017-06-10,19:25:00,Wet/Damp,Fine without high winds,Car,Passenger,Slight,Female,24
8654,2017-06-10,16:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,23
8655,2017-06-10,16:50:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,2
8656,2017-06-10,13:40:00,Dry,Fine without high winds,Car,Driver,Slight,Female,22
8657,2017-06-10,10:18:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Female,49
8658,2017-06-10,13:24:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,22
8659,2017-06-11,16:00:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,50
8660,2017-06-12,14:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,58
8661,2017-06-12,18:45:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,8
8662,2017-06-12,16:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,13
8663,2017-06-13,01:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
8664,2017-06-13,16:34:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,17
8665,2017-06-14,08:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,17
8666,2017-06-14,21:41:00,Dry,Fine without high winds,Car,Driver,Slight,Female,35
8667,2017-06-14,06:39:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
8668,2017-06-15,13:18:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Serious,Male,73
8669,2017-06-15,15:13:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,12
8670,2017-06-15,15:30:00,Dry,Fine without high winds,Motorcycle,Passenger,Slight,Female,32
8671,2017-06-16,13:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,20
8672,2017-06-16,18:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,31
8673,2017-06-16,20:42:00,Dry,Fine without high winds,Car,Driver,Slight,Male,25
8674,2017-06-17,14:43:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,6
8675,2017-06-17,14:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,12
8676,2017-06-17,21:05:00,Dry,Fine without high winds,Car,Driver,Slight,Female,51
8677,2017-06-17,22:56:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,40
8678,2017-06-18,22:01:00,Dry,Fine without high winds,Car,Driver,Slight,Male,64
8679,2017-06-18,02:05:00,Dry,Fine without high winds,Car,Driver,Slight,Female,21
8680,2017-06-19,17:35:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,16
8681,2017-06-19,09:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,37
8682,2017-06-19,13:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,22
8683,2017-06-20,08:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,28
8684,2017-06-20,23:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,58
8685,2017-06-20,16:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,6
8686,2017-06-20,12:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,73
8687,2017-06-20,11:15:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,54
8688,2017-06-20,11:15:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,28
8689,2017-06-20,11:15:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,32
8690,2017-06-20,11:15:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,49
8691,2017-06-20,12:20:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
8692,2017-06-21,09:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,64
8693,2017-06-21,15:40:00,Dry,Fine without high winds,Car,Driver,Slight,Female,24
8694,2017-06-22,18:41:00,Dry,Fine without high winds,Car,Driver,Slight,Female,48
8695,2017-06-22,18:22:00,Dry,Fine without high winds,Car,Driver,Slight,Female,50
8696,2017-06-22,16:40:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,31
8697,2017-06-22,16:40:00,Dry,Fine without high winds,Car,Pedestrian,Fatal,Female,18
8698,2017-06-22,14:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,25
8699,2017-06-22,13:17:00,Dry,Fine without high winds,Car,Driver,Slight,Male,45
8700,2017-06-22,09:14:00,Dry,Fine without high winds,Car,Driver,Slight,Male,39
8701,2017-06-22,14:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,59
8702,2017-06-23,18:57:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,52
8703,2017-06-23,18:57:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,33
8704,2017-06-23,18:57:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,50
8705,2017-06-23,18:34:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,18
8706,2017-06-23,18:57:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,16
8707,2017-06-23,18:57:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,16
8708,2017-06-23,22:05:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,44
8709,2017-06-23,18:30:00,Wet/Damp,Raining without high winds,Pedal cycle,Driver,Serious,Male,44
8710,2017-06-23,18:57:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,16
8711,2017-06-23,18:34:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,20
8712,2017-06-23,16:25:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,39
8713,2017-06-23,18:34:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,19
8714,2017-06-23,18:34:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,17
8715,2017-06-23,18:34:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Male,19
8716,2017-06-23,18:34:00,Wet/Damp,Raining without high winds,Car,Passenger,Serious,Male,25
8717,2017-06-23,14:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,18
8718,2017-06-23,14:15:00,Dry,Fine without high winds,Car,Driver,Slight,Female,36
8719,2017-06-23,13:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
8720,2017-06-23,05:05:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,24
8721,2017-06-24,23:18:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,83
8722,2017-06-24,22:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,53
8723,2017-06-24,22:00:00,Dry,Fine without high winds,Car,Driver,Serious,Male,81
8724,2017-06-24,01:30:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,37
8725,2017-06-24,16:10:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,28
8726,2017-06-24,16:10:00,Dry,Fine without high winds,Car,Driver,Slight,Male,32
8727,2017-06-25,12:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,65
8728,2017-06-25,00:59:00,Dry,Fine without high winds,Car,Driver,Slight,Male,71
8729,2017-06-25,00:59:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,61
8730,2017-06-25,00:59:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,60
8731,2017-06-25,00:59:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,33
8732,2017-06-25,00:59:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,41
8733,2017-06-25,12:01:00,Dry,Fine without high winds,Car,Driver,Slight,Female,60
8734,2017-06-25,12:01:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,62
8735,2017-06-25,14:10:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,51
8736,2017-06-25,21:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,31
8737,2017-06-26,14:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,57
8738,2017-06-26,17:15:00,Dry,Fine without high winds,Car,Passenger,Serious,Female,34
8739,2017-06-26,11:45:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,26
8740,2017-06-26,17:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,1
8741,2017-06-26,12:10:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,31
8742,2017-06-26,17:15:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,36
8743,2017-06-26,08:30:00,Dry,Fine without high winds,Car,Driver,Slight,Male,69
8744,2017-06-27,14:00:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,27
8745,2017-06-27,11:00:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,50
8746,2017-06-27,11:00:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Male,37
8747,2017-06-27,13:13:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,79
8748,2017-06-27,13:13:00,Wet/Damp,Raining without high winds,Car,Passenger,Slight,Female,80
8749,2017-06-28,22:02:00,Wet/Damp,Raining without high winds,Car,Pedestrian,Serious,Male,53
8750,2017-06-28,09:15:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,63
8751,2017-06-28,16:55:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,65
8752,2017-06-28,16:55:00,Wet/Damp,Raining without high winds,Car,Driver,Serious,Male,58
8753,2017-06-28,10:25:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,56
8754,2017-06-28,14:17:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,28
8755,2017-06-28,11:00:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,81
8756,2017-06-28,16:35:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Female,29
8757,2017-06-28,07:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,28
8758,2017-06-29,19:00:00,Dry,Fine without high winds,Car,Driver,Slight,Male,32
8759,2017-06-29,07:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,22
8760,2017-06-29,18:55:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,8
8761,2017-06-29,09:30:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,18
8762,2017-06-29,13:08:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,22
8763,2017-06-29,08:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,19
8764,2017-06-29,07:45:00,Dry,Fine without high winds,Car,Driver,Slight,Male,28
8765,2017-06-29,13:08:00,Dry,Fine without high winds,Car,Driver,Slight,Female,24
8766,2017-06-29,13:08:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,4
8767,2017-06-29,09:30:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,18
8768,2017-06-30,01:40:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,35
8769,2017-06-30,18:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,8
8770,2017-07-01,12:31:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,34
8771,2017-07-01,20:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,79
8772,2017-07-01,17:00:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,18
8773,2017-07-01,17:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,18
8774,2017-07-01,17:06:00,Dry,Fine without high winds,Car,Driver,Slight,Male,26
8775,2017-07-01,17:30:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,18
8776,2017-07-01,17:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Male,40
8777,2017-07-01,13:00:00,Dry,Fine without high winds,Car,Driver,Slight,Female,51
8778,2017-07-01,18:39:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,9
8779,2017-07-02,17:35:00,Dry,Fine without high winds,Car,Driver,Slight,Male,65
8780,2017-07-02,17:35:00,Dry,Fine without high winds,Car,Driver,Slight,Female,22
8781,2017-07-02,15:38:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,58
8782,2017-07-02,12:05:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,28
8783,2017-07-02,13:27:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
8784,2017-07-02,00:16:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,16
8785,2017-07-02,13:42:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,20
8786,2017-07-02,00:16:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,17
8787,2017-07-03,22:09:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,20
8788,2017-07-03,19:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
8789,2017-07-03,20:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,41
8790,2017-07-03,18:50:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,10
8791,2017-07-03,17:31:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,25
8792,2017-07-03,16:01:00,Dry,Fine without high winds,Car,Driver,Slight,Female,51
8793,2017-07-03,08:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,36
8794,2017-07-03,18:40:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,20
8795,2017-07-04,08:20:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,33
8796,2017-07-04,15:05:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,15
8797,2017-07-04,23:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,49
8798,2017-07-04,12:29:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,41
8799,2017-07-04,13:10:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,78
8800,2017-07-05,00:24:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,43
8801,2017-07-05,21:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,26
8802,2017-07-05,21:37:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,11
8803,2017-07-06,19:45:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Female,35
8804,2017-07-06,18:06:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Female,25
8805,2017-07-06,16:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,29
8806,2017-07-06,17:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,4
8807,2017-07-06,16:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,20
8808,2017-07-06,07:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,14
8809,2017-07-06,18:06:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,24
8810,2017-07-06,16:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,11
8811,2017-07-07,07:57:00,Dry,Fine without high winds,Car,Driver,Slight,Male,20
8812,2017-07-07,07:57:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
8813,2017-07-08,10:55:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,38
8814,2017-07-08,12:21:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,23
8815,2017-07-08,14:35:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,28
8816,2017-07-08,22:20:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,6
8817,2017-07-08,23:45:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,23
8818,2017-07-09,15:50:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,43
8819,2017-07-09,18:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,43
8820,2017-07-09,15:20:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Female,5
8821,2017-07-09,14:29:00,Dry,Fine without high winds,Car,Driver,Slight,Male,43
8822,2017-07-10,18:20:00,Dry,Fine without high winds,Car,Driver,Slight,Male,31
8823,2017-07-10,09:43:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Female,25
8824,2017-07-10,09:43:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,34
8825,2017-07-10,18:31:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,45
8826,2017-07-10,19:40:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,8
8827,2017-07-11,08:35:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,46
8828,2017-07-11,10:45:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,43
8829,2017-07-11,20:10:00,Dry,Fine without high winds,Car,Driver,Slight,Female,26
8830,2017-07-12,07:20:00,Dry,Fine without high winds,Car,Driver,Slight,Female,43
8831,2017-07-12,16:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Female,45
8832,2017-07-12,16:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,12
8833,2017-07-12,08:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,54
8834,2017-07-12,07:20:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,4
8835,2017-07-12,14:19:00,Dry,Fine without high winds,Car,Pedestrian,Serious,Male,92
8836,2017-07-13,09:55:00,Dry,Fine without high winds,Car,Driver,Slight,Female,36
8837,2017-07-13,09:55:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,75
8838,2017-07-13,10:53:00,Dry,Fine without high winds,Car,Driver,Slight,Male,73
8839,2017-07-13,10:53:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,74
8840,2017-07-13,15:55:00,Dry,Fine without high winds,Car,Driver,Slight,Male,48
8841,2017-07-13,21:42:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Male,45
8842,2017-07-13,21:42:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,39
8843,2017-07-13,17:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,11
8844,2017-07-14,14:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,23
8845,2017-07-15,04:51:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Female,24
8846,2017-07-15,16:06:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,13
8847,2017-07-15,16:06:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,10
8848,2017-07-15,16:06:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,19
8849,2017-07-15,16:06:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,1
8850,2017-07-15,17:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,17
8851,2017-07-15,22:49:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,23
8852,2017-07-16,17:50:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,20
8853,2017-07-17,19:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Female,59
8854,2017-07-17,08:00:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,50
8855,2017-07-17,17:10:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,33
8856,2017-07-17,08:00:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,32
8857,2017-07-17,16:02:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,40
8858,2017-07-17,09:20:00,Dry,Fine without high winds,Pedal cycle,Driver,Serious,Female,57
8859,2017-07-17,08:45:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,37
8860,2017-07-17,16:50:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,44
8861,2017-07-18,21:25:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,18
8862,2017-07-18,21:25:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
8863,2017-07-18,13:05:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,50
8864,2017-07-18,14:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,42
8865,2017-07-18,17:32:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,18
8866,2017-07-18,07:40:00,Dry,Fine without high winds,Car,Driver,Slight,Male,18
8867,2017-07-18,12:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,45
8868,2017-07-18,14:30:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,12
8869,2017-07-18,21:25:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,24
8870,2017-07-19,19:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,63
8871,2017-07-19,11:35:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,33
8872,2017-07-19,16:35:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,27
8873,2017-07-19,11:35:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,54
8874,2017-07-19,19:05:00,Dry,Fine without high winds,Car,Driver,Slight,Male,36
8875,2017-07-19,17:15:00,Dry,Fine without high winds,Car,Driver,Serious,Female,42
8876,2017-07-20,10:52:00,Wet/Damp,Other,Car,Driver,Slight,Female,33
8877,2017-07-20,10:52:00,Wet/Damp,Other,Car,Driver,Slight,Female,33
8878,2017-07-20,10:52:00,Wet/Damp,Other,Car,Passenger,Slight,Female,62
8879,2017-07-20,13:01:00,Dry,Fine without high winds,Car,Driver,Slight,Male,49
8880,2017-07-20,16:02:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,31
8881,2017-07-20,12:50:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,1
8882,2017-07-20,12:50:00,Dry,Fine without high winds,Car,Driver,Slight,Female,27
8883,2017-07-21,08:00:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,27
8884,2017-07-21,15:30:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Female,8
8885,2017-07-21,11:22:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,18
8886,2017-07-21,09:17:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Female,23
8887,2017-07-22,08:30:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,9
8888,2017-07-22,04:13:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,37
8889,2017-07-22,09:00:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Female,25
8890,2017-07-22,11:30:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,15
8891,2017-07-22,22:40:00,Wet/Damp,Raining without high winds,Car,Driver,Slight,Male,63
8892,2017-07-22,23:30:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,27
8893,2017-07-22,23:30:00,Wet/Damp,Fine without high winds,Car,Passenger,Serious,Female,23
8894,2017-07-23,09:32:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,58
8895,2017-07-24,21:30:00,Wet/Damp,Fine without high winds,Car,Driver,Slight,Male,19
8896,2017-07-24,21:14:00,Dry,Fine without high winds,Car,Driver,Slight,Male,26
8897,2017-07-24,19:52:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,36
8898,2017-07-24,15:30:00,Dry,Fine without high winds,Motorcycle,Pedestrian,Slight,Female,5
8899,2017-07-24,17:16:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,40
8900,2017-07-24,12:30:00,Dry,Fine without high winds,Car,Driver,Slight,Female,33
8901,2017-07-24,13:15:00,Dry,Fine without high winds,Pedal cycle,Passenger,Slight,Male,33
8902,2017-07-25,14:45:00,Dry,Fine without high winds,Car,Passenger,Slight,Female,3
8903,2017-07-25,14:45:00,Dry,Fine without high winds,Car,Driver,Slight,Female,42
8904,2017-07-25,14:30:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,63
8905,2017-07-25,15:46:00,Dry,Fine without high winds,Car,Driver,Slight,Male,54
8906,2017-07-25,08:16:00,Dry,Fine without high winds,Motorcycle,Driver,Slight,Male,26
8907,2017-07-25,05:30:00,Dry,Fine without high winds,Motorcycle,Driver,Serious,Female,27
8908,2017-07-26,16:10:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
8909,2017-07-26,07:59:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Male,33
8910,2017-07-26,08:16:00,Wet/Damp,Fine without high winds,Pedal cycle,Driver,Slight,Female,26
8911,2017-07-26,08:55:00,Dry,Fine without high winds,Pedal cycle,Driver,Slight,Female,25
8912,2017-07-27,19:50:00,Dry,Fine without high winds,Car,Pedestrian,Slight,Male,11
8913,2017-07-27,19:21:00,Dry,Fine without high winds,Car,Passenger,Slight,Male,20
8914,2017-07-27,19:21:00,Dry,Fine without high winds,Car,Driver,Slight,Female,21
8915,2017-07-27,10:25:00,Dry,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,45
8916,2017-07-27,13:29:00,Dry,Fine without high winds,Car,Passenger,Serious,Male,21
8917,2017-07-27,04:00:00,Wet/Damp,Fine without high winds,Car,Driver,Serious,Male,26
8918,2017-07-27,13:29:00,Dry,Fine without high winds,Car,Driver,Slight,Male,23
